lr,train/loss,train/AnnealingWeight,train/min_scale_cur,train/c_l,train/psnr,epoch,created_at,val/loss,val/psnr,val/ssim
0.0005,0.016279494389891624,0.008697390215491842,0.5,0.016279494389891624,14.873291015625,0,2022-09-03 07:18:24.763264,,,
0.0005,0.021724244579672813,0.008273213489340448,0.5,0.021724244579672813,13.620253562927246,0,2022-09-03 07:18:52.966123,,,
0.0005,0.013856247067451477,0.007869724106236858,0.5,0.013856247067451477,15.573244094848633,0,2022-09-03 07:19:21.173682,,,
0.0005,0.013463383540511131,0.007485913132555082,0.5,0.013463383540511131,15.698158264160156,0,2022-09-03 07:19:49.662021,,,
0.0005,0.028941243886947632,0.007120820840942708,0.5,0.028941243886947632,12.374528884887695,0,2022-09-03 07:20:18.119284,,,
0.0005,0.024481024593114853,0.006773534310502621,0.5,0.024481024593114853,13.101405143737793,0,2022-09-03 07:20:46.097658,,,
0.0005,0.01341052632778883,0.006443185144015252,0.5,0.01341052632778883,15.715242385864258,0,2022-09-03 07:21:14.425574,,,
0.0005,0.016850192099809647,0.0061289472964931755,0.5,0.016850192099809647,14.723652839660645,0,2022-09-03 07:21:43.347652,,,
0.0005,0.009191514924168587,0.006,0.5,0.009191514924168587,17.3558292388916,0,2022-09-03 07:22:11.750648,,,
0.0005,0.019930385053157806,0.006,0.5,0.019930385053157806,13.994543075561523,0,2022-09-03 07:22:40.205550,,,
0.0005,0.008690571412444115,0.006,0.5,0.008690571412444115,17.599218368530273,0,2022-09-03 07:23:08.739687,,,
0.0005,0.015556599013507366,0.006,0.5,0.015556599013507366,15.07055377960205,0,2022-09-03 07:23:37.302696,,,
0.0005,0.011738094501197338,0.006,0.5,0.011738094501197338,16.293724060058594,0,2022-09-03 07:24:05.642160,,,
0.0005,0.01562422327697277,0.006,0.5,0.01562422327697277,15.051716804504395,0,2022-09-03 07:24:34.004986,,,
0.0005,0.018476856872439384,0.006,0.5,0.018476856872439384,14.323419570922852,0,2022-09-03 07:25:02.352405,,,
0.0005,0.018514594063162804,0.006,0.5,0.018514594063162804,14.314558029174805,0,2022-09-03 07:25:30.610587,,,
0.0005,0.012182105332612991,0.006,0.5,0.012182105332612991,16.132476806640625,0,2022-09-03 07:25:59.520773,,,
0.0005,0.01674145646393299,0.006,0.5,0.01674145646393299,14.751768112182617,0,2022-09-03 07:26:29.179893,,,
0.0005,0.007389221340417862,0.006,0.5,0.007389221340417862,18.303714752197266,0,2022-09-03 07:26:58.767336,,,
0.0005,0.014890729449689388,0.006,0.5,0.014890729449689388,15.260540008544922,0,2022-09-03 07:27:28.596498,,,
0.0005,0.012107504531741142,0.006,0.5,0.012107504531741142,16.159154891967773,0,2022-09-03 07:27:58.351368,,,
0.0005,0.011282733641564846,0.006,0.5,0.011282733641564846,16.465557098388672,0,2022-09-03 07:28:27.947323,,,
0.0005,0.022060032933950424,0.006,0.5,0.022060032933950424,13.553638458251953,0,2022-09-03 07:28:57.671525,,,
0.0005,0.01141392719000578,0.006,0.5,0.01141392719000578,16.41534996032715,0,2022-09-03 07:29:27.154042,,,
0.0005,0.015928931534290314,0.006,0.5,0.015928931534290314,14.967833518981934,0,2022-09-03 07:29:56.866440,,,
0.0005,0.01970086619257927,0.006,0.5,0.01970086619257927,14.04484748840332,0,2022-09-03 07:30:26.479887,,,
0.0005,0.017712457105517387,0.006,0.5,0.017712457105517387,14.506912231445312,0,2022-09-03 07:30:56.377298,,,
0.0005,0.014028137549757957,0.006,0.5,0.014028137549757957,15.51970100402832,0,2022-09-03 07:31:25.823350,,,
0.0005,0.02233065478503704,0.006,0.5,0.02233065478503704,13.500685691833496,0,2022-09-03 07:31:55.403500,,,
0.0005,0.015441760420799255,0.006,0.5,0.015441760420799255,15.102731704711914,0,2022-09-03 07:32:25.107848,,,
0.0005,0.01335863582789898,0.006,0.5,0.01335863582789898,15.73207950592041,0,2022-09-03 07:32:54.461181,,,
0.0005,0.016695406287908554,0.006,0.5,0.016695406287908554,14.763731002807617,0,2022-09-03 07:33:24.258718,,,
0.0005,0.023482374846935272,0.006,0.5,0.023482374846935272,13.282279968261719,0,2022-09-03 07:33:53.683002,,,
0.0005,0.00856227707117796,0.006,0.5,0.00856227707117796,17.663808822631836,0,2022-09-03 07:34:22.891336,,,
0.0005,0.019888147711753845,0.006,0.5,0.019888147711753845,14.00375747680664,0,2022-09-03 07:34:52.796559,,,
0.0005,0.028384452685713768,0.006,0.5,0.028384452685713768,12.458895683288574,0,2022-09-03 07:35:22.378671,,,
0.0005,0.019909298047423363,0.006,0.5,0.019909298047423363,13.999141693115234,0,2022-09-03 07:35:52.153129,,,
0.0005,0.01910564862191677,0.006,0.5,0.01910564862191677,14.178083419799805,0,2022-09-03 07:36:21.857493,,,
0.0005,0.014660879969596863,0.006,0.5,0.014660879969596863,15.328100204467773,0,2022-09-03 07:36:51.363572,,,
0.0005,0.012951510958373547,0.006,0.5,0.012951510958373547,15.866497039794922,0,2022-09-03 07:37:20.738075,,,
0.0005,0.013765284791588783,0.006,0.5,0.013765284791588783,15.601848602294922,0,2022-09-03 07:37:50.334151,,,
0.0005,0.022086692973971367,0.006,0.5,0.022086692973971367,13.548393249511719,0,2022-09-03 07:38:19.975532,,,
0.0005,0.017368018627166748,0.006,0.5,0.017368018627166748,14.592198371887207,0,2022-09-03 07:38:49.794875,,,
0.0005,0.016935648396611214,0.006,0.5,0.016935648396611214,14.701682090759277,0,2022-09-03 07:39:19.105720,,,
0.0005,0.01742515154182911,0.006,0.5,0.01742515154182911,14.577934265136719,0,2022-09-03 07:39:48.698367,,,
0.0005,0.020042579621076584,0.006,0.5,0.020042579621076584,13.97016429901123,0,2022-09-03 07:40:18.250860,,,
0.0005,0.014208272099494934,0.006,0.5,0.014208272099494934,15.464287757873535,0,2022-09-03 07:40:47.765214,,,
0.0005,0.008207171224057674,0.006,0.5,0.008207171224057674,17.84776496887207,0,2022-09-03 07:41:17.794283,,,
0.0005,0.013778294436633587,0.006,0.5,0.013778294436633587,15.597745895385742,0,2022-09-03 07:41:47.269936,,,
0.0005,0.011315857991576195,0.006,0.5,0.011315857991576195,16.45282554626465,0,2022-09-03 07:42:17.338290,,,
0.0005,0.03457287698984146,0.006,0.5,0.03457287698984146,11.602344512939453,0,2022-09-03 07:42:47.142415,,,
0.0005,0.008030124008655548,0.006,0.5,0.008030124008655548,17.94247817993164,0,2022-09-03 07:43:16.888322,,,
0.0005,0.010505984537303448,0.006,0.5,0.010505984537303448,16.775333404541016,0,2022-09-03 07:43:46.553728,,,
0.0005,0.010308369994163513,0.006,0.5,0.010308369994163513,16.857799530029297,0,2022-09-03 07:44:16.390918,,,
0.0005,0.02346545085310936,0.006,0.5,0.02346545085310936,13.285411834716797,0,2022-09-03 07:44:46.090698,,,
0.0005,0.027823064476251602,0.006,0.5,0.027823064476251602,12.545650482177734,0,2022-09-03 07:45:15.716423,,,
0.0005,0.011827359907329082,0.006,0.5,0.011827359907329082,16.260822296142578,0,2022-09-03 07:45:45.665944,,,
0.0005,0.015584461390972137,0.006,0.5,0.015584461390972137,15.062782287597656,0,2022-09-03 07:46:15.133009,,,
0.0005,0.02025192230939865,0.006,0.5,0.02025192230939865,13.92503833770752,0,2022-09-03 07:46:45.067950,,,
0.0005,0.021195871755480766,0.006,0.5,0.021195871755480766,13.727187156677246,0,2022-09-03 07:47:14.603032,,,
0.0005,0.01548328623175621,0.006,0.5,0.01548328623175621,15.091070175170898,0,2022-09-03 07:47:44.449927,,,
0.0005,0.02171623706817627,0.006,0.5,0.02171623706817627,13.621854782104492,0,2022-09-03 07:48:14.200166,,,
0.0005,0.012049227952957153,0.006,0.5,0.012049227952957153,16.18010711669922,0,2022-09-03 07:48:43.854578,,,
0.0005,0.018670130521059036,0.006,0.5,0.018670130521059036,14.278226852416992,0,2022-09-03 07:49:13.411239,,,
0.0005,0.013681521639227867,0.006,0.5,0.013681521639227867,15.62835693359375,0,2022-09-03 07:49:43.070316,,,
0.0005,0.009651507250964642,0.006,0.5,0.009651507250964642,17.143749237060547,0,2022-09-03 07:50:12.691440,,,
0.0005,0.014343637973070145,0.006,0.5,0.014343637973070145,15.423108100891113,0,2022-09-03 07:50:42.242493,,,
0.0005,0.020440932363271713,0.006,0.5,0.020440932363271713,13.884693145751953,0,2022-09-03 07:51:11.450990,,,
0.0005,0.010008878074586391,0.006,0.5,0.010008878074586391,16.98584747314453,0,2022-09-03 07:51:40.291363,,,
0.0005,0.008852707222104073,0.006,0.5,0.008852707222104073,17.518939971923828,0,2022-09-03 07:52:09.176963,,,
0.0005,0.024387700483202934,0.006,0.5,0.024387700483202934,13.11799144744873,0,2022-09-03 07:52:38.166473,,,
0.0005,0.013225739821791649,0.006,0.5,0.013225739821791649,15.775500297546387,0,2022-09-03 07:53:07.610250,,,
0.0005,0.01489818375557661,0.006,0.5,0.01489818375557661,15.258367538452148,0,2022-09-03 07:53:36.784572,,,
0.0005,0.018771320581436157,0.006,0.5,0.018771320581436157,14.254751205444336,0,2022-09-03 07:54:06.005949,,,
0.0005,0.014808576554059982,0.006,0.5,0.014808576554059982,15.284566879272461,0,2022-09-03 07:54:35.387554,,,
0.0005,0.011256303638219833,0.006,0.5,0.011256303638219833,16.47574234008789,0,2022-09-03 07:55:05.090105,,,
0.0005,0.023044608533382416,0.006,0.5,0.023044608533382416,13.364007949829102,0,2022-09-03 07:55:34.633550,,,
0.0005,0.007935289293527603,0.006,0.5,0.007935289293527603,17.99407196044922,0,2022-09-03 07:56:04.064803,,,
0.0005,0.021927956491708755,0.006,0.5,0.021927956491708755,13.579719543457031,0,2022-09-03 07:56:33.771868,,,
0.0005,0.010366018861532211,0.006,0.5,0.010366018861532211,16.833580017089844,0,2022-09-03 07:57:03.663508,,,
0.0005,0.03730195388197899,0.006,0.5,0.03730195388197899,11.272384643554688,0,2022-09-03 07:57:32.859586,,,
0.0005,0.011553239077329636,0.006,0.5,0.011553239077329636,16.36266326904297,0,2022-09-03 07:58:02.697091,,,
0.0005,0.01255553774535656,0.006,0.5,0.01255553774535656,16.001346588134766,0,2022-09-03 07:58:32.226264,,,
0.0005,0.019828123971819878,0.006,0.5,0.019828123971819878,14.016884803771973,0,2022-09-03 07:59:01.613992,,,
0.0005,0.021887682378292084,0.006,0.5,0.021887682378292084,13.587702751159668,0,2022-09-03 07:59:31.177017,,,
0.0005,0.010617855936288834,0.006,0.5,0.010617855936288834,16.729331970214844,0,2022-09-03 08:00:00.892525,,,
0.0005,0.028394317254424095,0.006,0.5,0.028394317254424095,12.457386016845703,0,2022-09-03 08:00:30.307942,,,
0.0005,0.015267228707671165,0.006,0.5,0.015267228707671165,15.152097702026367,0,2022-09-03 08:00:59.726616,,,
0.0005,0.012413930147886276,0.006,0.5,0.012413930147886276,16.050607681274414,0,2022-09-03 08:01:28.926574,,,
0.0005,0.027267802506685257,0.006,0.5,0.027267802506685257,12.633198738098145,0,2022-09-03 08:01:58.259670,,,
0.0005,0.01502939686179161,0.006,0.5,0.01502939686179161,15.220284461975098,0,2022-09-03 08:02:28.014885,,,
0.0005,0.02580128237605095,0.006,0.5,0.02580128237605095,12.873287200927734,0,2022-09-03 08:02:57.655527,,,
0.0005,0.012380227446556091,0.006,0.5,0.012380227446556091,16.062414169311523,0,2022-09-03 08:03:27.341289,,,
0.0005,0.0144589152187109,0.006,0.5,0.0144589152187109,15.388343811035156,0,2022-09-03 08:03:57.297029,,,
0.0005,0.026308584958314896,0.006,0.5,0.026308584958314896,12.788725852966309,0,2022-09-03 08:04:26.899035,,,
0.0005,0.01153973862528801,0.006,0.5,0.01153973862528801,16.367740631103516,0,2022-09-03 08:04:56.454929,,,
0.0005,0.0218728668987751,0.006,0.5,0.0218728668987751,13.590642929077148,0,2022-09-03 08:05:25.763092,,,
0.0005,0.019528409466147423,0.006,0.5,0.019528409466147423,14.08303165435791,0,2022-09-03 08:05:55.341353,,,
0.0005,0.027443362399935722,0.006,0.5,0.027443362399935722,12.605327606201172,0,2022-09-03 08:06:24.612947,,,
0.0005,0.012588856741786003,0.006,0.5,0.012588856741786003,15.989837646484375,0,2022-09-03 08:06:54.245889,,,
0.0005,0.015438939444720745,0.006,0.5,0.015438939444720745,15.10352611541748,0,2022-09-03 08:07:23.589505,,,
0.0005,0.016287369653582573,0.006,0.5,0.016287369653582573,14.871191024780273,0,2022-09-03 08:07:53.020127,,,
0.0005,0.01312052272260189,0.006,0.5,0.01312052272260189,15.810189247131348,0,2022-09-03 08:08:22.643490,,,
0.0005,0.020914172753691673,0.006,0.5,0.020914172753691673,13.785293579101562,0,2022-09-03 08:08:51.973884,,,
0.0005,0.010191168636083603,0.006,0.5,0.010191168636083603,16.907461166381836,0,2022-09-03 08:09:21.623072,,,
0.0005,0.020022522658109665,0.006,0.5,0.020022522658109665,13.974513053894043,0,2022-09-03 08:09:50.469453,,,
0.0005,0.015704741701483727,0.006,0.5,0.015704741701483727,15.02939224243164,0,2022-09-03 08:10:19.193551,,,
0.0005,0.012415384873747826,0.006,0.5,0.012415384873747826,16.050098419189453,0,2022-09-03 08:10:47.999465,,,
0.0005,0.015303252264857292,0.006,0.5,0.015303252264857292,15.141862869262695,0,2022-09-03 08:11:16.626063,,,
0.0005,0.0251631960272789,0.006,0.5,0.0251631960272789,12.98204231262207,0,2022-09-03 08:11:45.482044,,,
0.0005,0.011700466275215149,0.006,0.5,0.011700466275215149,16.307668685913086,0,2022-09-03 08:12:14.680806,,,
0.0005,0.009791368618607521,0.006,0.5,0.009791368618607521,17.081266403198242,0,2022-09-03 08:12:44.365302,,,
0.0005,0.014697070233523846,0.006,0.5,0.014697070233523846,15.317392349243164,0,2022-09-03 08:13:13.391638,,,
0.0005,0.019528696313500404,0.006,0.5,0.019528696313500404,14.082967758178711,0,2022-09-03 08:13:42.672508,,,
0.0005,0.012639746069908142,0.006,0.5,0.012639746069908142,15.972317695617676,0,2022-09-03 08:14:11.802204,,,
0.0005,0.02918495237827301,0.006,0.5,0.02918495237827301,12.338109970092773,0,2022-09-03 08:14:41.220038,,,
0.0005,0.009765109047293663,0.006,0.5,0.009765109047293663,17.09292984008789,0,2022-09-03 08:15:10.458183,,,
0.0005,0.011378973722457886,0.006,0.5,0.011378973722457886,16.428668975830078,0,2022-09-03 08:15:39.458980,,,
0.0005,0.010892771184444427,0.006,0.5,0.010892771184444427,16.618316650390625,0,2022-09-03 08:16:08.696076,,,
0.0005,0.02088131755590439,0.006,0.5,0.02088131755590439,13.792121887207031,0,2022-09-03 08:16:37.939820,,,
0.0005,0.013154059648513794,0.006,0.5,0.013154059648513794,15.799102783203125,0,2022-09-03 08:17:07.200160,,,
0.0005,0.011148187331855297,0.006,0.5,0.011148187331855297,16.517658233642578,0,2022-09-03 08:17:36.604082,,,
0.0005,0.02018444612622261,0.006,0.5,0.02018444612622261,13.939532279968262,0,2022-09-03 08:18:05.986826,,,
0.0005,0.01055094599723816,0.006,0.5,0.01055094599723816,16.756786346435547,0,2022-09-03 08:18:35.129401,,,
0.0005,0.016898205503821373,0.006,0.5,0.016898205503821373,14.711294174194336,0,2022-09-03 08:19:04.309227,,,
0.0005,0.010794035159051418,0.006,0.5,0.010794035159051418,16.65786361694336,0,2022-09-03 08:19:33.455516,,,
0.0005,0.015131346881389618,0.006,0.5,0.015131346881389618,15.190924644470215,0,2022-09-03 08:20:02.730115,,,
0.0005,0.015502376481890678,0.006,0.5,0.015502376481890678,15.08571720123291,0,2022-09-03 08:20:31.817350,,,
0.0005,0.01472771167755127,0.006,0.5,0.01472771167755127,15.308347702026367,0,2022-09-03 08:21:01.149682,,,
0.0005,0.01189906895160675,0.006,0.5,0.01189906895160675,16.23457145690918,0,2022-09-03 08:21:30.348960,,,
0.0005,0.009557373821735382,0.006,0.5,0.009557373821735382,17.186315536499023,0,2022-09-03 08:21:59.805385,,,
0.0005,0.01115608960390091,0.006,0.5,0.01115608960390091,16.51457977294922,0,2022-09-03 08:22:29.283230,,,
0.0005,0.011307361535727978,0.006,0.5,0.011307361535727978,16.456087112426758,0,2022-09-03 08:22:58.515676,,,
0.0005,0.015087383799254894,0.006,0.5,0.015087383799254894,15.203560829162598,0,2022-09-03 08:23:27.890541,,,
0.0005,0.015054631046950817,0.006,0.5,0.015054631046950817,15.21299934387207,0,2022-09-03 08:23:56.895539,,,
0.0005,0.022726714611053467,0.006,0.5,0.022726714611053467,13.424334526062012,0,2022-09-03 08:24:26.547795,,,
0.0005,0.01940130814909935,0.006,0.5,0.01940130814909935,14.111390113830566,0,2022-09-03 08:24:55.714972,,,
0.0005,0.00557392742484808,0.006,0.5,0.00557392742484808,19.528087615966797,0,2022-09-03 08:25:25.205388,,,
0.0005,0.018032841384410858,0.006,0.5,0.018032841384410858,14.429059028625488,0,2022-09-03 08:25:54.528450,,,
0.0005,0.01266738772392273,0.006,0.5,0.01266738772392273,15.962830543518066,0,2022-09-03 08:26:23.130934,,,
0.0005,0.010201849043369293,0.006,0.5,0.010201849043369293,16.902912139892578,0,2022-09-03 08:26:51.637545,,,
0.0005,0.023861011490225792,0.006,0.5,0.023861011490225792,13.212812423706055,0,2022-09-03 08:27:21.069451,,,
0.0005,0.011735758744180202,0.006,0.5,0.011735758744180202,16.29458999633789,0,2022-09-03 08:27:50.696798,,,
0.0005,0.02495783381164074,0.006,0.5,0.02495783381164074,13.017631530761719,0,2022-09-03 08:28:20.011818,,,
0.0005,0.011425170116126537,0.006,0.5,0.011425170116126537,16.411073684692383,0,2022-09-03 08:28:49.738881,,,
0.0005,0.02401697263121605,0.006,0.5,0.02401697263121605,13.184517860412598,0,2022-09-03 08:29:19.537381,,,
0.0005,0.015367450192570686,0.006,0.5,0.015367450192570686,15.123682975769043,0,2022-09-03 08:29:49.256313,,,
0.0005,0.009283705614507198,0.006,0.5,0.009283705614507198,17.31248664855957,0,2022-09-03 08:30:19.090499,,,
0.0005,0.018961023539304733,0.006,0.5,0.018961023539304733,14.211082458496094,0,2022-09-03 08:30:49.048058,,,
0.0005,0.012820601463317871,0.006,0.5,0.012820601463317871,15.910615921020508,0,2022-09-03 08:31:18.788371,,,
0.0005,0.00835250224918127,0.006,0.5,0.00835250224918127,17.771533966064453,0,2022-09-03 08:31:48.363634,,,
0.0005,0.021802589297294617,0.006,0.5,0.021802589297294617,13.604619979858398,0,2022-09-03 08:32:17.935768,,,
0.0005,0.015278341248631477,0.006,0.5,0.015278341248631477,15.148937225341797,0,2022-09-03 08:32:47.720409,,,
0.0005,0.043217770755290985,0.006,0.5,0.043217770755290985,10.633076667785645,0,2022-09-03 08:33:17.364746,,,
0.0005,0.013962148688733578,0.006,0.5,0.013962148688733578,15.540178298950195,0,2022-09-03 08:33:46.658659,,,
0.0005,0.013548195362091064,0.006,0.5,0.013548195362091064,15.670886039733887,0,2022-09-03 08:34:16.464923,,,
0.0005,0.014626512303948402,0.006,0.5,0.014626512303948402,15.338293075561523,0,2022-09-03 08:34:46.151261,,,
0.0005,0.013343570753932,0.006,0.5,0.013343570753932,15.736980438232422,0,2022-09-03 08:35:15.446765,,,
0.0005,0.011009029112756252,0.006,0.5,0.011009029112756252,16.57221031188965,0,2022-09-03 08:35:44.726381,,,
0.0005,0.008441457524895668,0.006,0.5,0.008441457524895668,17.725526809692383,0,2022-09-03 08:36:14.645205,,,
0.0005,0.011317032389342785,0.006,0.5,0.011317032389342785,16.452375411987305,0,2022-09-03 08:36:44.073629,,,
0.0005,0.02360169216990471,0.006,0.5,0.02360169216990471,13.260269165039062,0,2022-09-03 08:37:13.389723,,,
0.0005,0.023800376802682877,0.006,0.5,0.023800376802682877,13.223861694335938,0,2022-09-03 08:37:43.617686,,,
0.0005,0.03709195926785469,0.006,0.5,0.03709195926785469,11.296902656555176,0,2022-09-03 08:38:12.885449,,,
0.0005,0.01107775792479515,0.006,0.5,0.01107775792479515,16.545181274414062,0,2022-09-03 08:38:42.194903,,,
0.0005,0.015568478032946587,0.006,0.5,0.015568478032946587,15.067238807678223,0,2022-09-03 08:39:12.023227,,,
0.0005,0.012633470818400383,0.006,0.5,0.012633470818400383,15.97447395324707,0,2022-09-03 08:39:40.961297,,,
0.0005,0.015403537079691887,0.006,0.5,0.015403537079691887,15.113495826721191,0,2022-09-03 08:40:10.659843,,,
0.0005,0.0060836561024188995,0.006,0.5,0.0060836561024188995,19.148054122924805,0,2022-09-03 08:40:40.271273,,,
0.0005,0.012631325051188469,0.006,0.5,0.012631325051188469,15.975210189819336,0,2022-09-03 08:41:09.438863,,,
0.0005,0.008400908671319485,0.006,0.5,0.008400908671319485,17.74643898010254,0,2022-09-03 08:41:39.129267,,,
0.0005,0.01649751327931881,0.006,0.5,0.01649751327931881,14.815515518188477,0,2022-09-03 08:42:08.688502,,,
0.0005,0.026378121227025986,0.006,0.5,0.026378121227025986,12.777261734008789,0,2022-09-03 08:42:38.021079,,,
0.0005,0.024733494967222214,0.006,0.5,0.024733494967222214,13.056845664978027,0,2022-09-03 08:43:07.056520,,,
0.0005,0.013630794361233711,0.006,0.5,0.013630794361233711,15.644488334655762,0,2022-09-03 08:43:35.721280,,,
0.0005,0.010660475119948387,0.006,0.5,0.010660475119948387,16.71193504333496,0,2022-09-03 08:44:04.532621,,,
0.0005,0.04324265569448471,0.006,0.5,0.04324265569448471,10.630577087402344,0,2022-09-03 08:44:34.044104,,,
0.0005,0.02201041206717491,0.006,0.5,0.02201041206717491,13.5634183883667,0,2022-09-03 08:45:03.563197,,,
0.0005,0.01569468155503273,0.006,0.5,0.01569468155503273,15.03217601776123,0,2022-09-03 08:45:33.192397,,,
0.0005,0.00972108356654644,0.006,0.5,0.00972108356654644,17.112552642822266,0,2022-09-03 08:46:02.742476,,,
0.0005,0.01076989434659481,0.006,0.5,0.01076989434659481,16.667587280273438,0,2022-09-03 08:46:32.319423,,,
0.0005,0.01592688262462616,0.006,0.5,0.01592688262462616,14.968393325805664,0,2022-09-03 08:47:01.601356,,,
0.0005,0.008912692777812481,0.006,0.5,0.008912692777812481,17.48961067199707,0,2022-09-03 08:47:31.103621,,,
0.0005,0.01498035155236721,0.006,0.5,0.01498035155236721,15.234480857849121,0,2022-09-03 08:48:00.280125,,,
0.0005,0.01981601119041443,0.006,0.5,0.01981601119041443,14.019537925720215,0,2022-09-03 08:48:29.870834,,,
0.0005,0.006082387175410986,0.006,0.5,0.006082387175410986,19.148958206176758,0,2022-09-03 08:48:59.162123,,,
0.0005,0.010558106005191803,0.006,0.5,0.010558106005191803,16.753841400146484,0,2022-09-03 08:49:28.591473,,,
0.0005,0.01665131002664566,0.006,0.5,0.01665131002664566,14.775217056274414,0,2022-09-03 08:49:58.334371,,,
0.0005,0.009916232898831367,0.006,0.5,0.009916232898831367,17.02623176574707,0,2022-09-03 08:50:27.789611,,,
0.0005,0.020675819367170334,0.006,0.5,0.020675819367170334,13.83507251739502,0,2022-09-03 08:50:57.310787,,,
0.0005,0.017463838681578636,0.006,0.5,0.017463838681578636,14.568304061889648,0,2022-09-03 08:51:26.855977,,,
0.0005,0.016959574073553085,0.006,0.5,0.016959574073553085,14.695550918579102,0,2022-09-03 08:51:56.434433,,,
0.0005,0.014887123368680477,0.006,0.5,0.014887123368680477,15.261592864990234,0,2022-09-03 08:52:25.788615,,,
